0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
462.0,24.0,0.25,0.02,-0.5,-11.0,4.0,0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
-534.0,11.0,-0.28,0.07,-0.5,-11.0,-2.0,0.006,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
-72.0,-35.0,0.36,0.01,0.8,-10.0,3.0,-0.005,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.019
-149.0,-40.0,0.11,0.07,1.5,-9.0,-5.0,-0.01,0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.02
-197.0,-43.0,-0.05,0.11,1.6,-9.0,-8.0,-0.021,-0.6,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.019
-241.0,-48.0,-0.31,0.05,1.3,-10.0,1.0,-0.018000000000000002,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018000000000000002
-202.0,-56.0,-0.42,0.0,0.5,-11.0,3.0,0.001,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017
373.0,-51.0,0.01,-0.06,-0.9,-12.0,12.0,0.01,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
528.0,-34.0,0.2,0.01,-0.7,-12.0,6.0,0.008,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
383.0,7.0,-0.01,0.09,0.2,-11.0,-6.0,-0.009000000000000001,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
172.0,17.0,-0.18,0.15,0.0,-11.0,-12.0,-0.008,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
6.0,21.0,-0.24,0.09,-0.8,-12.0,-5.0,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.018000000000000002
106.0,23.0,0.04,0.01,-1.0,-12.0,5.0,0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-311.0,13.0,-0.2,0.07,0.1,-11.0,-3.0,0.004,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
84.0,-11.0,0.22,0.01,0.6,-10.0,4.0,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-102.0,-9.0,-0.17,0.09,0.8,-10.0,-6.0,-0.01,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
357.0,9.0,0.33,0.02,-0.2,-11.0,3.0,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
321.0,21.0,0.27,0.1,0.6,-10.0,-7.0,-0.011000000000000001,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-16.0,33.0,-0.46,0.11,0.1,-11.0,-8.0,-0.013999999999999999,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.018000000000000002
320.0,48.0,0.41,0.01,-0.7,-12.0,5.0,0.009000000000000001,-0.1,-0.0006,-0.0006,-0.0006,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005,0.019
344.0,54.0,0.46,0.11,-0.3,-11.0,-4.0,0.004,-1.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
272.0,60.0,0.48,0.16,0.4,-11.0,-12.0,-0.006,-0.9,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,0.021
62.0,64.0,0.24,0.16,1.0,-10.0,-15.0,-0.017,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.02
-499.0,48.0,-0.27,0.15,0.8,-10.0,-13.0,-0.01,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
-299.0,-18.0,0.12,0.01,-0.6,-12.0,5.0,0.008,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
-270.0,-21.0,0.17,-0.07,-0.6,-11.0,5.0,0.008,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
-173.0,-29.0,0.09,0.04,-0.1,-11.0,1.0,-0.006999999999999999,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017
394.0,-17.0,-0.1,-0.03,-0.3,-11.0,8.0,-0.002,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
478.0,6.0,-0.13,0.04,-0.6,-11.0,1.0,-0.002,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
193.0,60.0,0.06,0.1,0.1,-11.0,-7.0,-0.009000000000000001,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-380.0,53.0,-0.17,0.15,-0.4,-11.0,-12.0,-0.003,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
-366.0,26.0,-0.02,0.01,-0.9,-12.0,4.0,0.009000000000000001,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
-92.0,14.0,0.28,-0.06,-0.5,-11.0,11.0,0.01,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
356.0,40.0,0.45,0.03,-0.3,-11.0,2.0,0.002,0.0,-0.0007,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,0.019
296.0,51.0,0.35,0.09,0.5,-11.0,-6.0,-0.008,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.021
-102.0,57.0,-0.08,0.17,1.0,-10.0,-15.0,-0.015,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.02
-266.0,53.0,-0.21,0.15,0.8,-10.0,-14.0,-0.006999999999999999,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.018000000000000002
-71.0,20.0,0.32,0.01,0.8,-10.0,4.0,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-146.0,17.0,0.16,0.1,1.4,-10.0,-7.0,-0.013000000000000001,-0.1,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,0.018000000000000002
372.0,57.0,0.24,0.01,-0.9,-12.0,5.0,0.013000000000000001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
346.0,76.0,0.54,0.07,0.5,-11.0,-4.0,0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0005,-0.0002,0.0,-0.0003,0.0,-0.0005,0.02
-455.0,73.0,-0.23,0.16,1.4,-10.0,-15.0,-0.012,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
-531.0,44.0,-0.25,0.02,0.5,-10.0,3.0,0.006,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
-56.0,16.0,0.22,-0.05,0.4,-11.0,10.0,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
253.0,48.0,0.29,0.04,-0.5,-11.0,2.0,0.003,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-16.0,60.0,0.01,0.11,0.6,-10.0,-9.0,-0.01,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-212.0,55.0,-0.27,0.12,0.3,-11.0,-9.0,-0.011000000000000001,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018000000000000002
-48.0,9.0,-0.05,0.04,-0.7,-12.0,2.0,0.006,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,0.017
177.0,11.0,0.21,-0.03,-0.5,-11.0,9.0,0.006999999999999999,-0.2,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0.0,-0.0001,0.0,-0.0005,0.018000000000000002
260.0,87.0,0.12,0.06,1.1,-10.0,-4.0,-0.015,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-120.0,94.0,-0.36,0.12,0.4,-11.0,-9.0,-0.008,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
13.0,77.0,0.42,0.04,-0.3,-11.0,2.0,0.005,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
-337.0,71.0,0.3,0.17,1.2,-10.0,-15.0,-0.01,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
-514.0,33.0,-0.23,0.06,1.5,-10.0,-4.0,-0.015,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017
-423.0,9.0,-0.45,0.0,0.4,-11.0,5.0,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.016
172.0,-5.0,-0.13,-0.08,-1.2,-12.0,14.0,0.009000000000000001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
348.0,5.0,0.03,-0.03,-1.3,-12.0,8.0,0.008,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
426.0,19.0,0.21,0.04,-1.1,-12.0,3.0,0.009000000000000001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-242.0,-20.0,-0.65,0.03,-0.6,-11.0,2.0,-0.006999999999999999,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.03
-225.0,-23.0,-0.65,-0.02,-1.2,-11.0,2.0,0.011000000000000001,0.3,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,0.028999999999999998
-29.0,-30.0,-0.02,0.01,-2.2,-12.0,6.0,0.019,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.03
77.0,-22.0,0.37,0.06,-0.5,-10.0,-2.0,-0.001,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.028999999999999998
123.0,-18.0,0.26,0.02,0.6,-9.0,2.0,-0.006,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.031
-12.0,-14.0,-0.15,0.13,0.8,-9.0,-9.0,-0.019,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.028999999999999998
-75.0,-15.0,-0.28,0.02,0.6,-9.0,-7.0,-0.017,1.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.027999999999999997
-86.0,-16.0,-0.38,-0.06,0.4,-10.0,2.0,-0.008,1.2,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,0.027000000000000003
184.0,-12.0,-0.1,0.01,-1.0,-11.0,5.0,0.006999999999999999,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.028999999999999998
165.0,-3.0,0.02,0.09,-1.1,-11.0,-4.0,0.003,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.03
-95.0,1.0,0.16,0.15,-0.8,-11.0,-11.0,0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.026000000000000002
66.0,-4.0,0.11,0.01,0.3,-10.0,3.0,-0.009000000000000001,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.027999999999999997
-56.0,-2.0,-0.21,0.09,0.1,-10.0,-6.0,-0.006999999999999999,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.027000000000000003
-169.0,-8.0,-0.21,0.09,-0.7,-11.0,-5.0,0.002,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.023
162.0,-11.0,0.11,-0.09,-0.9,-11.0,14.0,0.01,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.027000000000000003
179.0,-2.0,0.29,0.1,-0.4,-10.0,-5.0,0.006,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.028999999999999998
-277.0,-4.0,0.14,0.19,0.6,-9.0,-16.0,-0.009000000000000001,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.024
-103.0,-33.0,-0.06,0.01,-0.7,-11.0,4.0,0.011000000000000001,-0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.023
100.0,-34.0,0.3,-0.07,-0.4,-10.0,10.0,0.015,-0.1,-0.0005,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.026000000000000002
25.0,-26.0,0.46,0.1,1.5,-9.0,-7.0,-0.006,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.025
-17.0,-26.0,0.43,0.02,1.8,-8.0,-8.0,-0.006,0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.024
114.0,-18.0,-0.45,0.01,1.3,-9.0,2.0,-0.002,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.023
259.0,0.0,-0.06,0.02,-0.6,-10.0,3.0,0.01,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.024
265.0,5.0,0.03,0.14,-0.6,-11.0,-6.0,0.006999999999999999,-1.7,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,0.025
124.0,11.0,0.26,0.12,-0.3,-10.0,-11.0,0.012,0.4,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.024
-67.0,12.0,0.36,0.1,0.7,-9.0,-7.0,0.001,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.025
-93.0,11.0,0.36,0.1,0.8,-9.0,-8.0,0.0,-0.2,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,0.023
-184.0,4.0,0.25,0.05,1.7,-8.0,-3.0,-0.006,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.024
-291.0,-8.0,-0.03,0.07,2.1,-8.0,-6.0,-0.012,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.021
